file|string|en|es|zh|es_php|zh_php
block_iomad_company_admin|competencymanagement|Competencies|Competencias|能力|$string['competencymanagement'] = 'Competencias';|$string['competencymanagement'] = '能力';
block_iomad_company_admin|compfromraw|Start date|Fecha de inicio|开始日期|$string['compfromraw'] = 'Fecha de inicio';|$string['compfromraw'] = '开始日期';
block_iomad_company_admin|completion_course_supervisor_body|{$a->firstname} {$a->lastname} has completed the training course, {$a->fullname}, on {$a->date}. Please find attached a copy of their certificate for your records. \n  \n The certificate is also available from the User Report page should you need a copy in the future.|{$a->firstname} {$a->lastname} ha completado el curso de formación, {$a->fullname}, el {$a->date}. Adjunto encontrará una copia de su certificado para sus registros. El certificado también está disponible en la página de Informes de usuario por si necesita una copia en el futuro.|用户 {$a->firstname} 和 {$a->lastname} 已于 {$a->date} 完成了培训课程 {$a->fullname}。请查收附件中的证书副本，以供存档。\n \n 如果您将来需要副本，也可以从用户报告页面获取该证书。|$string['completion_course_supervisor_body'] = '{$a->firstname} {$a->lastname} ha completado el curso de formación, {$a->fullname}, el {$a->date}. Adjunto encontrará una copia de su certificado para sus registros. El certificado también está disponible en la página de Informes de usuario por si necesita una copia en el futuro.';|$string['completion_course_supervisor_body'] = '用户 {$a->firstname} 和 {$a->lastname} 已于 {$a->date} 完成了培训课程 {$a->fullname}。请查收附件中的证书副本，以供存档。\n \n 如果您将来需要副本，也可以从用户报告页面获取该证书。';
block_iomad_company_admin|completion_course_supervisor_subject|Notice: Course {$a->fullname} has been completed|Aviso: El curso {$a->fullname} ha finalizado.|通知：课程 {$a->fullname} 已完成|$string['completion_course_supervisor_subject'] = 'Aviso: El curso {$a->fullname} ha finalizado.';|$string['completion_course_supervisor_subject'] = '通知：课程 {$a->fullname} 已完成';
block_iomad_company_admin|completion_expiry_warn_supervisor_body|The training for {$a->firstname} {$a->lastname} in course {$a->fullname} will expiry shortly.  Please arrange for them to retake this training if appropriate.|La formación de {$a->firstname} {$a->lastname} en el curso {$a->fullname} caducará próximamente. Si procede, por favor, organice que vuelvan a realizar esta formación.|课程 {$a->fullname} 中 {$a->firstname} {$a->lastname} 的培训即将到期。如有需要，请安排他们重新参加此培训。|$string['completion_expiry_warn_supervisor_body'] = 'La formación de {$a->firstname} {$a->lastname} en el curso {$a->fullname} caducará próximamente. Si procede, por favor, organice que vuelvan a realizar esta formación.';|$string['completion_expiry_warn_supervisor_body'] = '课程 {$a->fullname} 中 {$a->firstname} {$a->lastname} 的培训即将到期。如有需要，请安排他们重新参加此培训。';
block_iomad_company_admin|completion_expiry_warn_supervisor_subject|Notice: Course {$a->fullname} training expiry|Aviso: El curso de formación {$a->fullname} ha caducado.|注意：课程 {$a->fullname} 培训即将到期|$string['completion_expiry_warn_supervisor_subject'] = 'Aviso: El curso de formación {$a->fullname} ha caducado.';|$string['completion_expiry_warn_supervisor_subject'] = '注意：课程 {$a->fullname} 培训即将到期';
block_iomad_company_admin|completion_warn_supervisor_body|{$a->firstname} {$a->lastname} has not completed their training in course {$a->fullname} within the normal timeframe|{$a->firstname} {$a->lastname} no ha completado su formación en el curso {$a->fullname} dentro del plazo normal.|{$a->firstname} {$a->lastname} 未在正常时间内完成课程 {$a->fullname} 的培训。|$string['completion_warn_supervisor_body'] = '{$a->firstname} {$a->lastname} no ha completado su formación en el curso {$a->fullname} dentro del plazo normal.';|$string['completion_warn_supervisor_body'] = '{$a->firstname} {$a->lastname} 未在正常时间内完成课程 {$a->fullname} 的培训。';
block_iomad_company_admin|completion_warn_supervisor_subject|Notice: Course {$a->fullname} has not been completed|Aviso: El curso {$a->fullname} no se ha completado.|注意：课程 {$a->fullname} 尚未完成|$string['completion_warn_supervisor_subject'] = 'Aviso: El curso {$a->fullname} no se ha completado.';|$string['completion_warn_supervisor_subject'] = '注意：课程 {$a->fullname} 尚未完成';
block_iomad_company_admin|completionemails|Completion emails|Correos electrónicos de finalización|完成邮件|$string['completionemails'] = 'Correos electrónicos de finalización';|$string['completionemails'] = '完成邮件';
block_iomad_company_admin|comptoraw|End date|Fecha de finalización|结束日期|$string['comptoraw'] = 'Fecha de finalización';|$string['comptoraw'] = '结束日期';
block_iomad_company_admin|couldnotdeletecourse|Course could not be deleted|No se pudo eliminar el curso.|课程无法删除|$string['couldnotdeletecourse'] = 'No se pudo eliminar el curso.';|$string['couldnotdeletecourse'] = '课程无法删除';
block_iomad_company_admin|couldnotremovecoursefromcompany|Course could not be removed from the company|El curso no pudo ser eliminado de la empresa.|课程无法从公司移除。|$string['couldnotremovecoursefromcompany'] = 'El curso no pudo ser eliminado de la empresa.';|$string['couldnotremovecoursefromcompany'] = '课程无法从公司移除。';
block_iomad_company_admin|coursecleared|Course cleared|Curso aprobado|课程已通过|$string['coursecleared'] = 'Curso aprobado';|$string['coursecleared'] = '课程已通过';
block_iomad_company_admin|coursecompletions|IOMAD course completions|Finalización de los cursos de IOMAD|IOMAD课程完成情况|$string['coursecompletions'] = 'Finalización de los cursos de IOMAD';|$string['coursecompletions'] = 'IOMAD课程完成情况';
block_iomad_company_admin|coursecompletionsdetails|IOMAD course completions|Finalización de los cursos de IOMAD|IOMAD课程完成情况|$string['coursecompletionsdetails'] = 'Finalización de los cursos de IOMAD';|$string['coursecompletionsdetails'] = 'IOMAD课程完成情况';
block_iomad_company_admin|coursecreatedok|Course was created successfully|El curso se creó con éxito.|课程已成功创建。|$string['coursecreatedok'] = 'El curso se creó con éxito.';|$string['coursecreatedok'] = '课程已成功创建。';
block_iomad_company_admin|coursegroup|Course group for|Grupo de curso para|课程小组|$string['coursegroup'] = 'Grupo de curso para';|$string['coursegroup'] = '课程小组';
block_iomad_company_admin|courseid|Course ID|ID del curso|课程编号|$string['courseid'] = 'ID del curso';|$string['courseid'] = '课程编号';
block_iomad_company_admin|courseislicensedrequired|Required for a licensed course|Requisito para un curso con licencia.|持证课程的必要条件|$string['courseislicensedrequired'] = 'Requisito para un curso con licencia.';|$string['courseislicensedrequired'] = '持证课程的必要条件';
block_iomad_company_admin|coursemanagement|Courses|Cursos|课程|$string['coursemanagement'] = 'Cursos';|$string['coursemanagement'] = '课程';
block_iomad_company_admin|coursename|Course|Curso|课程|$string['coursename'] = 'Curso';|$string['coursename'] = '课程';
block_iomad_company_admin|coursenamesearch|Search by course name|Buscar por nombre del curso|按课程名称搜索|$string['coursenamesearch'] = 'Buscar por nombre del curso';|$string['coursenamesearch'] = '按课程名称搜索';
block_iomad_company_admin|courses|Available Courses|Cursos disponibles|可选课程|$string['courses'] = 'Cursos disponibles';|$string['courses'] = '可选课程';
block_iomad_company_admin|coursesmatching|Courses matching '{$a}'|Cursos que coincidan con '{$a}'|与“{$a}”匹配的课程|$string['coursesmatching'] = 'Cursos que coincidan con '{$a}'';|$string['coursesmatching'] = '与“{$a}”匹配的课程';
block_iomad_company_admin|courseusers|Course Users|Usuarios del curso|课程用户|$string['courseusers'] = 'Usuarios del curso';|$string['courseusers'] = '课程用户';
block_iomad_company_admin|createandvisitcourse|Create and go to course|Crear y acceder al curso|创建并参加课程|$string['createandvisitcourse'] = 'Crear y acceder al curso';|$string['createandvisitcourse'] = '创建并参加课程';
block_iomad_company_admin|createchildcompany|Create child company|Crear empresa infantil|创建子公司|$string['createchildcompany'] = 'Crear empresa infantil';|$string['createchildcompany'] = '创建子公司';
block_iomad_company_admin|createcompany|Create company|Crear empresa|创建公司|$string['createcompany'] = 'Crear empresa';|$string['createcompany'] = '创建公司';
block_iomad_company_admin|createcourse|Create course|Crear curso|创建课程|$string['createcourse'] = 'Crear curso';|$string['createcourse'] = '创建课程';
block_iomad_company_admin|createcourse_title|Create a course|Crear un curso|创建课程|$string['createcourse_title'] = 'Crear un curso';|$string['createcourse_title'] = '创建课程';
block_iomad_company_admin|created|User created|Creado por el usuario|用户创建|$string['created'] = 'Creado por el usuario';|$string['created'] = '用户创建';
block_iomad_company_admin|createdepartment|Create department|Crear departamento|创建部门|$string['createdepartment'] = 'Crear departamento';|$string['createdepartment'] = '创建部门';
block_iomad_company_admin|createdepartment_title|Manage departments|Gestionar departamentos|部门管理|$string['createdepartment_title'] = 'Gestionar departamentos';|$string['createdepartment_title'] = '部门管理';
block_iomad_company_admin|creategroup|Create group|Crear grupo|创建组|$string['creategroup'] = 'Crear grupo';|$string['creategroup'] = '创建组';
block_iomad_company_admin|createlicense|Create license|Crear licencia|创建许可证|$string['createlicense'] = 'Crear licencia';|$string['createlicense'] = '创建许可证';
block_iomad_company_admin|createnewcompany|Create a new company|Crear una nueva empresa|创建一家新公司|$string['createnewcompany'] = 'Crear una nueva empresa';|$string['createnewcompany'] = '创建一家新公司';
block_iomad_company_admin|createuser|Create user|Crear usuario|创建用户|$string['createuser'] = 'Crear usuario';|$string['createuser'] = '创建用户';
block_iomad_company_admin|createuseragain|Submit and create another user|Enviar y crear otro usuario|提交并创建另一个用户|$string['createuseragain'] = 'Enviar y crear otro usuario';|$string['createuseragain'] = '提交并创建另一个用户';
block_iomad_company_admin|createuserandback|Submit and back to dashboard|Enviar y volver al panel de control|提交并返回仪表板|$string['createuserandback'] = 'Enviar y volver al panel de control';|$string['createuserandback'] = '提交并返回仪表板';
block_iomad_company_admin|createuserforcompany|Select|Seleccionar|选择|$string['createuserforcompany'] = 'Seleccionar';|$string['createuserforcompany'] = '选择';
block_iomad_company_admin|css_color_format|Colour should be in CSS colour format, #xxx or #xxxxxx where x can be A-F or 0-9|El color debe estar en formato de color CSS, #xxx o #xxxxxx donde x puede ser A-F o 0-9.|颜色应采用 CSS 颜色格式，例如 #xxx 或 #xxxxxx，其中 x 可以是 A-F 或 0-9。|$string['css_color_format'] = 'El color debe estar en formato de color CSS, #xxx o #xxxxxx donde x puede ser A-F o 0-9.';|$string['css_color_format'] = '颜色应采用 CSS 颜色格式，例如 #xxx 或 #xxxxxx，其中 x 可以是 A-F 或 0-9。';
block_iomad_company_admin|curlicensecourses|Current license courses|Cursos de licencia vigentes|当前执照课程|$string['curlicensecourses'] = 'Cursos de licencia vigentes';|$string['curlicensecourses'] = '当前执照课程';
block_iomad_company_admin|curlicensecoursesmatching|Current license courses matching '{$a}'|Cursos de licencia actuales que coincidan con '{$a}'|当前与“{$a}”匹配的执照课程|$string['curlicensecoursesmatching'] = 'Cursos de licencia actuales que coincidan con '{$a}'';|$string['curlicensecoursesmatching'] = '当前与“{$a}”匹配的执照课程';
block_iomad_company_admin|currcompanyframeworks|Assigned frameworks|Marcos asignados|已分配框架|$string['currcompanyframeworks'] = 'Marcos asignados';|$string['currcompanyframeworks'] = '已分配框架';
block_iomad_company_admin|currcompanyframeworksmatching|Assigned frameworks matching'{$a}'|Marcos asignados que coinciden con '{$a}'|已分配的框架匹配'{$a}'|$string['currcompanyframeworksmatching'] = 'Marcos asignados que coinciden con '{$a}'';|$string['currcompanyframeworksmatching'] = '已分配的框架匹配'{$a}'';
block_iomad_company_admin|currcompanytemplates|Assigned templates|Plantillas asignadas|已分配模板|$string['currcompanytemplates'] = 'Plantillas asignadas';|$string['currcompanytemplates'] = '已分配模板';
block_iomad_company_admin|currcompanytemplatesmatching|Assigned templates matching '{$a}'|Plantillas asignadas que coinciden con '{$a}'|已分配与“{$a}”匹配的模板|$string['currcompanytemplatesmatching'] = 'Plantillas asignadas que coinciden con '{$a}'';|$string['currcompanytemplatesmatching'] = '已分配与“{$a}”匹配的模板';
block_iomad_company_admin|currentcompany|Your company is '{$a}'|Su empresa es '{$a}'|您的公司是“{$a}”|$string['currentcompany'] = 'Su empresa es '{$a}'';|$string['currentcompany'] = '您的公司是“{$a}”';
block_iomad_company_admin|currentgroupusers|Current group users|Usuarios actuales del grupo|当前组用户|$string['currentgroupusers'] = 'Usuarios actuales del grupo';|$string['currentgroupusers'] = '当前组用户';
block_iomad_company_admin|currentgroupusersmatching|Current group users matching '{$a}'|Usuarios actuales del grupo que coinciden con '{$a}'|当前组用户与“{$a}”匹配|$string['currentgroupusersmatching'] = 'Usuarios actuales del grupo que coinciden con '{$a}'';|$string['currentgroupusersmatching'] = '当前组用户与“{$a}”匹配';
block_iomad_company_admin|currentlyenrolledusers|Enrolled students|Estudiantes matriculados|已注册学生|$string['currentlyenrolledusers'] = 'Estudiantes matriculados';|$string['currentlyenrolledusers'] = '已注册学生';
block_iomad_company_admin|currentlyenrolledusersmatching|Total enrolments matching '{$a}'|Inscripciones totales que coinciden con '{$a}'|符合“{$a}”的总注册人数|$string['currentlyenrolledusersmatching'] = 'Inscripciones totales que coinciden con '{$a}'';|$string['currentlyenrolledusersmatching'] = '符合“{$a}”的总注册人数';
block_iomad_company_admin|curusers|Users|Usuarios|用户|$string['curusers'] = 'Usuarios';|$string['curusers'] = '用户';
block_iomad_company_admin|curusersmatching|Users matching '{$a}'|Usuarios que coincidan con '{$a}'|匹配“{$a}”的用户|$string['curusersmatching'] = 'Usuarios que coincidan con '{$a}'';|$string['curusersmatching'] = '匹配“{$a}”的用户';
block_iomad_company_admin|custom1|Custom 1|Personalizado 1|自定义 1|$string['custom1'] = 'Personalizado 1';|$string['custom1'] = '自定义 1';
block_iomad_company_admin|custom2|Custom 2|Personalizado 2|自定义 2|$string['custom2'] = 'Personalizado 2';|$string['custom2'] = '自定义 2';
block_iomad_company_admin|custom3|Custom 3|Personalizado 3|自定义 3|$string['custom3'] = 'Personalizado 3';|$string['custom3'] = '自定义 3';
block_iomad_company_admin|customcss|Custom company CSS|CSS personalizado para empresas|自定义公司 CSS|$string['customcss'] = 'CSS personalizado para empresas';|$string['customcss'] = '自定义公司 CSS';
block_iomad_company_admin|customdashboard|Custom dashboard page|Página de panel de control personalizada|自定义仪表盘页面|$string['customdashboard'] = 'Página de panel de control personalizada';|$string['customdashboard'] = '自定义仪表盘页面';
block_iomad_company_admin|cutoffdate|Cut off date|Fecha límite|截止日期|$string['cutoffdate'] = 'Fecha límite';|$string['cutoffdate'] = '截止日期';
block_iomad_company_admin|dashboard|Dashboard|Panel|仪表板|$string['dashboard'] = 'Panel';|$string['dashboard'] = '仪表板';
block_iomad_company_admin|datefilter|Filter by date|Filtrar por fecha|按日期筛选|$string['datefilter'] = 'Filtrar por fecha';|$string['datefilter'] = '按日期筛选';
block_iomad_company_admin|defaultrows|Default rows|Filas predeterminadas|默认行|$string['defaultrows'] = 'Filas predeterminadas';|$string['defaultrows'] = '默认行';
block_iomad_company_admin|deleteanddestroycoursesfull|Are you sure you want to delete course {$a}? Clicking continue will remove all current user enrolments, any license allocations and the course from the company. If you click destroy, it will also remove all of the user reords from the all reports. <b>There is no recovery from this without backup</b>|¿Está seguro de que desea eliminar el curso {$a}? Al hacer clic en Continuar, se eliminarán todas las inscripciones de usuarios actuales, las asignaciones de licencias y el curso de la empresa. Si hace clic en Eliminar, también se eliminarán todos los registros de usuario de todos los informes. <b>No hay posibilidad de recuperación sin una copia de seguridad</b>|您确定要删除课程 {$a} 吗？点击“继续”将从公司中删除所有当前用户注册、所有许可证分配以及该课程。如果您点击“销毁”，还会从所有报告中删除所有用户记录。<b>如果没有备份，则无法恢复</b>|$string['deleteanddestroycoursesfull'] = '¿Está seguro de que desea eliminar el curso {$a}? Al hacer clic en Continuar, se eliminarán todas las inscripciones de usuarios actuales, las asignaciones de licencias y el curso de la empresa. Si hace clic en Eliminar, también se eliminarán todos los registros de usuario de todos los informes. <b>No hay posibilidad de recuperación sin una copia de seguridad</b>';|$string['deleteanddestroycoursesfull'] = '您确定要删除课程 {$a} 吗？点击“继续”将从公司中删除所有当前用户注册、所有许可证分配以及该课程。如果您点击“销毁”，还会从所有报告中删除所有用户记录。<b>如果没有备份，则无法恢复</b>';
block_iomad_company_admin|deletecertificates|OK to delete company certificates|Se pueden eliminar los certificados de la empresa.|可以删除公司证书|$string['deletecertificates'] = 'Se pueden eliminar los certificados de la empresa.';|$string['deletecertificates'] = '可以删除公司证书';
block_iomad_company_admin|deletecheckfull|Do you really want to delete this user|¿De verdad quieres eliminar a este usuario?|您真的要删除此用户吗？|$string['deletecheckfull'] = '¿De verdad quieres eliminar a este usuario?';|$string['deletecheckfull'] = '您真的要删除此用户吗？';
block_iomad_company_admin|deletecompany|Delete company|Eliminar empresa|删除公司|$string['deletecompany'] = 'Eliminar empresa';|$string['deletecompany'] = '删除公司';
block_iomad_company_admin|deletecourse_successful|Course was deleted successfully|El curso se eliminó correctamente.|课程已成功删除|$string['deletecourse_successful'] = 'El curso se eliminó correctamente.';|$string['deletecourse_successful'] = '课程已成功删除';
block_iomad_company_admin|deletecourses|OK to delete company courses|Se pueden eliminar los cursos de la empresa.|可以删除公司课程|$string['deletecourses'] = 'Se pueden eliminar los cursos de la empresa.';|$string['deletecourses'] = '可以删除公司课程';
block_iomad_company_admin|deletecoursesfull|Are you sure you want to delete course {$a}? Clicking continue will remove all current user enrolments, any license allocations and the course from the company. <b>There is no recovery from this without backup</b>|¿Está seguro de que desea eliminar el curso {$a}? Al hacer clic en Continuar, se eliminarán todas las inscripciones de usuarios actuales, las asignaciones de licencias y el curso de la empresa. <b>No hay posibilidad de recuperación sin una copia de seguridad</b>|您确定要删除课程 {$a} 吗？点击“继续”将从公司中移除所有当前用户注册、所有许可证分配以及该课程。<b>如果没有备份，此操作将无法恢复。</b>|$string['deletecoursesfull'] = '¿Está seguro de que desea eliminar el curso {$a}? Al hacer clic en Continuar, se eliminarán todas las inscripciones de usuarios actuales, las asignaciones de licencias y el curso de la empresa. <b>No hay posibilidad de recuperación sin una copia de seguridad</b>';|$string['deletecoursesfull'] = '您确定要删除课程 {$a} 吗？点击“继续”将从公司中移除所有当前用户注册、所有许可证分配以及该课程。<b>如果没有备份，此操作将无法恢复。</b>';
block_iomad_company_admin|deletedepartment|Delete departments|Eliminar departamentos|删除部门|$string['deletedepartment'] = 'Eliminar departamentos';|$string['deletedepartment'] = '删除部门';
block_iomad_company_admin|deletedepartmentcheckfull|Are you absolutely sure you want to delete department {$a} and all of it's sub-departments?  This will not delete the default company department|¿Está completamente seguro de que desea eliminar el departamento {$a} y todos sus subdepartamentos? Esto no eliminará el departamento predeterminado de la empresa.|您确定要删除部门 {$a} 及其所有子部门吗？此操作不会删除默认的公司部门。|$string['deletedepartmentcheckfull'] = '¿Está completamente seguro de que desea eliminar el departamento {$a} y todos sus subdepartamentos? Esto no eliminará el departamento predeterminado de la empresa.';|$string['deletedepartmentcheckfull'] = '您确定要删除部门 {$a} 及其所有子部门吗？此操作不会删除默认的公司部门。';
block_iomad_company_admin|deletedepartments|OK to delete departments|Se pueden eliminar departamentos.|可以删除部门|$string['deletedepartments'] = 'Se pueden eliminar departamentos.';|$string['deletedepartments'] = '可以删除部门';
block_iomad_company_admin|deletedtrackentry|Report record entry {$a} has been <b>permanently removed</b>|La entrada del registro del informe {$a} ha sido <b>eliminada permanentemente</b>|报告记录条目 {$a} 已被<b>永久删除</b>|$string['deletedtrackentry'] = 'La entrada del registro del informe {$a} ha sido <b>eliminada permanentemente</b>';|$string['deletedtrackentry'] = '报告记录条目 {$a} 已被<b>永久删除</b>';
block_iomad_company_admin|deletegroup|Delete group|Eliminar grupo|删除组|$string['deletegroup'] = 'Eliminar grupo';|$string['deletegroup'] = '删除组';
block_iomad_company_admin|deletelicense|Delete license|Eliminar licencia|删除许可证|$string['deletelicense'] = 'Eliminar licencia';|$string['deletelicense'] = '删除许可证';
block_iomad_company_admin|deleteparent|OK to delete parent company|Se puede eliminar la empresa matriz.|可以删除母公司|$string['deleteparent'] = 'Se puede eliminar la empresa matriz.';|$string['deleteparent'] = '可以删除母公司';
block_iomad_company_admin|deletereports|OK to delete company reports|Se pueden eliminar los informes de la empresa.|可以删除公司报告|$string['deletereports'] = 'Se pueden eliminar los informes de la empresa.';|$string['deletereports'] = '可以删除公司报告';
block_iomad_company_admin|deleteroletemplate|Delete role template|Eliminar plantilla de rol|删除角色模板|$string['deleteroletemplate'] = 'Eliminar plantilla de rol';|$string['deleteroletemplate'] = '删除角色模板';
block_iomad_company_admin|deleteroletemplatefull|Are you sure you want to remove this role template?  This does not remove any restrictions from companies, it simply removes this template as an option which can be applied.|¿Está seguro de que desea eliminar esta plantilla de rol? Esto no elimina ninguna restricción para las empresas; simplemente elimina esta plantilla como una opción que se puede aplicar.|您确定要移除此角色模板吗？此操作不会解除公司的任何限制，只是移除此模板作为可应用选项。|$string['deleteroletemplatefull'] = '¿Está seguro de que desea eliminar esta plantilla de rol? Esto no elimina ninguna restricción para las empresas; simplemente elimina esta plantilla como una opción que se puede aplicar.';|$string['deleteroletemplatefull'] = '您确定要移除此角色模板吗？此操作不会解除公司的任何限制，只是移除此模板作为可应用选项。';
block_iomad_company_admin|deleteuser|Delete user -|Eliminar usuario -|删除用户 -|$string['deleteuser'] = 'Eliminar usuario -';|$string['deleteuser'] = '删除用户 -';
block_iomad_company_admin|deleteusers|OK to delete all users|Aceptar eliminar todos los usuarios|可以删除所有用户|$string['deleteusers'] = 'Aceptar eliminar todos los usuarios';|$string['deleteusers'] = '可以删除所有用户';
block_iomad_company_admin|deletingcompany|Deleting ({$a})|Eliminando ({$a})|删除 ({$a})|$string['deletingcompany'] = 'Eliminando ({$a})';|$string['deletingcompany'] = '删除 ({$a})';
block_iomad_company_admin|department|Department|Departamento|部门|$string['department'] = 'Departamento';|$string['department'] = '部门';
block_iomad_company_admin|department_help|Select which department you are wanting to manage.|Seleccione el departamento que desea administrar.|请选择您要管理的部门。|$string['department_help'] = 'Seleccione el departamento que desea administrar.';|$string['department_help'] = '请选择您要管理的部门。';
block_iomad_company_admin|departmentadduserhelp|Add the selected users to this department.|Agregue los usuarios seleccionados a este departamento.|将选定的用户添加到此部门。|$string['departmentadduserhelp'] = 'Agregue los usuarios seleccionados a este departamento.';|$string['departmentadduserhelp'] = '将选定的用户添加到此部门。';
block_iomad_company_admin|departmentcreatedok|Department successfully created|Departamento creado con éxito|部门成功创建|$string['departmentcreatedok'] = 'Departamento creado con éxito';|$string['departmentcreatedok'] = '部门成功创建';
block_iomad_company_admin|departmentdetails|Department|Departamento|部门|$string['departmentdetails'] = 'Departamento';|$string['departmentdetails'] = '部门';
block_iomad_company_admin|departmentid|Department ID|ID del departamento|部门编号|$string['departmentid'] = 'ID del departamento';|$string['departmentid'] = '部门编号';
block_iomad_company_admin|departmentimport|Import department|departamento de importaciones|进口部门|$string['departmentimport'] = 'departamento de importaciones';|$string['departmentimport'] = '进口部门';
block_iomad_company_admin|departmentmanager|Department training manager|gerente de capacitación del departamento|部门培训经理|$string['departmentmanager'] = 'gerente de capacitación del departamento';|$string['departmentmanager'] = '部门培训经理';
block_iomad_company_admin|departmentmanagers|Department training managers|gerentes de capacitación del departamento|部门培训经理|$string['departmentmanagers'] = 'gerentes de capacitación del departamento';|$string['departmentmanagers'] = '部门培训经理';
block_iomad_company_admin|departmentmanagersmatching|Department training managers matching '{$a}'|Gerentes de capacitación departamental que coincidan con '{$a}'|部门培训经理匹配'{$a}'|$string['departmentmanagersmatching'] = 'Gerentes de capacitación departamental que coincidan con '{$a}'';|$string['departmentmanagersmatching'] = '部门培训经理匹配'{$a}'';
block_iomad_company_admin|departmentmoveuserhelp|Move the selected users to this department and remove them from all others.|Traslada a los usuarios seleccionados a este departamento y elimínalos de todos los demás.|将选定的用户移至此部门，并将其从所有其他部门移除。|$string['departmentmoveuserhelp'] = 'Traslada a los usuarios seleccionados a este departamento y elimínalos de todos los demás.';|$string['departmentmoveuserhelp'] = '将选定的用户移至此部门，并将其从所有其他部门移除。';
block_iomad_company_admin|departmentnameinuse|This department shortnme is already in use|Esta abreviatura de departamento ya está en uso.|该部门缩写已被使用|$string['departmentnameinuse'] = 'Esta abreviatura de departamento ya está en uso.';|$string['departmentnameinuse'] = '该部门缩写已被使用';
block_iomad_company_admin|departmentnoselect|<h3>***No department selected***</h3>|<h3>***No se ha seleccionado ningún departamento***</h3>|<h3>***未选择部门***</h3>|$string['departmentnoselect'] = '<h3>***No se ha seleccionado ningún departamento***</h3>';|$string['departmentnoselect'] = '<h3>***未选择部门***</h3>';
block_iomad_company_admin|departmentprofileid|Department profile field|Perfil del departamento|部门简介字段|$string['departmentprofileid'] = 'Perfil del departamento';|$string['departmentprofileid'] = '部门简介字段';
block_iomad_company_admin|departmentprofileid_help|if you have set up self authentication and you have a menu profile field which users can use on this form and there is a matching company department, then you can use this to allow users to be automatically assigned to that department.|Si ha configurado la autenticación automática y dispone de un campo de perfil de menú que los usuarios pueden utilizar en este formulario, y existe un departamento de la empresa que coincide, puede utilizarlo para permitir que los usuarios sean asignados automáticamente a ese departamento.|如果您已设置自我认证，并且您有一个用户可以在此表单上使用的菜单配置文件字段，并且有一个匹配的公司部门，那么您可以使用此功能允许用户自动分配到该部门。|$string['departmentprofileid_help'] = 'Si ha configurado la autenticación automática y dispone de un campo de perfil de menú que los usuarios pueden utilizar en este formulario, y existe un departamento de la empresa que coincide, puede utilizarlo para permitir que los usuarios sean asignados automáticamente a ese departamento.';|$string['departmentprofileid_help'] = '如果您已设置自我认证，并且您有一个用户可以在此表单上使用的菜单配置文件字段，并且有一个匹配的公司部门，那么您可以使用此功能允许用户自动分配到该部门。';
block_iomad_company_admin|departmentremoveuserhelp|Remove the selected users from this department.|Elimine los usuarios seleccionados de este departamento.|从该部门移除选定的用户。|$string['departmentremoveuserhelp'] = 'Elimine los usuarios seleccionados de este departamento.';|$string['departmentremoveuserhelp'] = '从该部门移除选定的用户。';
block_iomad_company_admin|departmentupdatedok|Department successfully updated|El departamento se actualizó correctamente.|部门已成功更新|$string['departmentupdatedok'] = 'El departamento se actualizó correctamente.';|$string['departmentupdatedok'] = '部门已成功更新';
block_iomad_company_admin|departmentusers|Users in this department|Usuarios en este departamento|本部门用户|$string['departmentusers'] = 'Usuarios en este departamento';|$string['departmentusers'] = '本部门用户';
block_iomad_company_admin|departmentusersmatching|Users in this department matching '{$a}'|Usuarios de este departamento que coincidan con '{$a}'|本部门中与“{$a}”匹配的用户|$string['departmentusersmatching'] = 'Usuarios de este departamento que coincidan con '{$a}'';|$string['departmentusersmatching'] = '本部门中与“{$a}”匹配的用户';
block_iomad_company_admin|departmentwithname|Department: {$a->name}|Departamento: {$a->name}|部门：{$a->name}|$string['departmentwithname'] = 'Departamento: {$a->name}';|$string['departmentwithname'] = '部门：{$a->name}';
block_iomad_company_admin|designatedcompany|Designated company|Empresa designada|指定公司|$string['designatedcompany'] = 'Empresa designada';|$string['designatedcompany'] = '指定公司';
block_iomad_company_admin|destroy|Destroy|Destruir|破坏|$string['destroy'] = 'Destruir';|$string['destroy'] = '破坏';
block_iomad_company_admin|disableecommerce|Disable shop access|Deshabilitar el acceso a la tienda|关闭商店访问权限|$string['disableecommerce'] = 'Deshabilitar el acceso a la tienda';|$string['disableecommerce'] = '关闭商店访问权限';
block_iomad_company_admin|downloadcertificates|Download certificates|Descargar certificados|下载证书|$string['downloadcertificates'] = 'Descargar certificados';|$string['downloadcertificates'] = '下载证书';
block_iomad_company_admin|downloadusers|Download to file|Descargar a archivo|下载到文件|$string['downloadusers'] = 'Descargar a archivo';|$string['downloadusers'] = '下载到文件';
block_iomad_company_admin|duplicatecompany|Duplicate company record {$a}|Registro de empresa duplicado {$a}|重复的公司记录 {$a}|$string['duplicatecompany'] = 'Registro de empresa duplicado {$a}';|$string['duplicatecompany'] = '重复的公司记录 {$a}';
block_iomad_company_admin|eccommerce|Eccomerce enabled|Comercio habilitado|电子商务已启用|$string['eccommerce'] = 'Comercio habilitado';|$string['eccommerce'] = '电子商务已启用';
block_iomad_company_admin|ecommerce|ecommerce|comercio electrónico|电子商务|$string['ecommerce'] = 'comercio electrónico';|$string['ecommerce'] = '电子商务';
